application,score_column,MaterialId,Reduced Formula,score_value,viability,weighted_score,clscore,Bandgap,source,is_experimental,provenance_status,provenance_definition
Hard Coating / Wear Resistant,score_hard_coating,d321b9db6e,Ti6SiPN2,0.85,0.713,0.60605,0.6542370915412903,0.0088,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Hard Coating / Wear Resistant,score_hard_coating,e84b6c36b6,Ti4Si3MoN,0.85,0.708,0.6018,0.8659741282463074,0.0055,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-1200185,Cu5(Si2O7)2,0.8,0.744,0.5952000000000001,0.9090837240219116,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-709325,Cu5Si4(HO7)2,0.8,0.744,0.5952000000000001,0.942240834236145,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-16053,CuSiO3,0.8,0.744,0.5952000000000001,0.9697493314743042,0.112,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-573024,Na2Cu5(Si2O7)2,0.8,0.737,0.5896,0.9326688051223756,0.458499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,7d0ae1e648,Ti12Cu9Si3O4,0.8,0.733,0.5864,0.8449999094009399,0.0003,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-1204686,CuSiO4,0.8,0.733,0.5864,0.9438997507095336,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-23731,CuSi(HO2)2,0.8,0.732,0.5856,0.9416638612747192,0.221899999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-649944,Na2Cu3(SiO3)4,0.8,0.729,0.5832,0.9411109685897828,0.6186,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-559415,Na2Cu2Si4O11,0.8,0.724,0.5792,0.9161526560783386,0.0952,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Corrosion Resistant Coating,score_corrosion_resistant,mp-22635,Fe7SiO10,0.75,0.772,0.579,0.9165456295013428,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,90678aa42f,Fe2MoSeO7,0.85,0.721,0.61285,0.9287235140800476,3.0391,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Refractory / UHTC,score_refractory,f7d9b0ee4d,Fe2BMoO5,0.85,0.72,0.612,0.8648303747177124,2.583,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Refractory / UHTC,score_refractory,2de1f58f39,Ti6SiPO2,0.85,0.712,0.6052,0.7909119129180908,0.0025,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Refractory / UHTC,score_refractory,mp-5511,Cu6Mo5O18,0.85,0.705,0.59925,0.8872334957122803,0.7167999999999991,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,mp-1202896,FeMoHSeO7,0.85,0.704,0.5983999999999999,0.930007815361023,1.663599999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,mp-505526,FeMoO4,0.85,0.703,0.5975499999999999,0.9588525891304016,2.037,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,mp-557596,Na2TiFe5(Si3O10)2,0.85,0.701,0.59585,0.8986483216285706,2.3118,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,mp-1191323,CuMoO4,0.85,0.698,0.5932999999999999,0.9159922003746032,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,mp-1193065,Ti(FeO2)2,0.85,0.696,0.5915999999999999,0.9380457997322084,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Refractory / UHTC,score_refractory,f6dd78f8b5,K2Si6MoO15,0.85,0.695,0.59075,0.9292550086975098,2.3963,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Qubit Host Material,score_qubit_host,mp-11713,SiC,0.8,0.762,0.6096,0.8213200569152832,3.023,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-1196583,C,0.8,0.637,0.5096,0.8461042642593384,3.17,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-1056579,Si,0.55,0.816,0.44880000000000003,0.9208168983459472,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-1179504,Si8C3,0.55,0.791,0.43505000000000005,0.7267271876335144,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-1078361,Fe2O3,0.55,0.768,0.42240000000000005,0.9682540893554688,2.2,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-27949,Si2H6O,0.55,0.766,0.42130000000000006,0.9625323414802552,5.2626,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-18816,Fe2SiO4,0.55,0.765,0.42075000000000007,0.744098961353302,2.7099,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-555755,Fe5(SiO4)3,0.55,0.758,0.41690000000000005,0.8711500763893127,2.4392,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-21939,FeSiO3,0.55,0.755,0.41525000000000006,0.9514282941818236,2.7758000000000003,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Qubit Host Material,score_qubit_host,mp-18562,Na2Si2Se5,0.55,0.744,0.4092,0.9940277338027954,2.6679,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Insulator,score_topological_insulator,2333e0603b,K6CuHgSe26,0.85,0.729,0.6196499999999999,0.99794739484787,0.001,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Insulator,score_topological_insulator,mp-1212937,Cu2SiHgSe4,0.85,0.726,0.6171,0.6731109619140625,0.0161,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Insulator,score_topological_insulator,45103d13a3,Hg3Se25,0.85,0.721,0.61285,0.9882185459136964,0.0031,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Insulator,score_topological_insulator,cf75ed66f2,K6HgAuSe26,0.85,0.721,0.61285,0.9985376596450806,0.0065,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Insulator,score_topological_insulator,mp-766026,RbCuSb2H2Se4O,0.85,0.72,0.612,0.9321070313453674,0.387299999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Insulator,score_topological_insulator,aedbb0f2f2,Rb6HgAuSe26,0.85,0.713,0.60605,0.9749746918678284,0.0027,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Insulator,score_topological_insulator,1b1b9ff602,Sb8Mo4Se3S,0.85,0.71,0.6034999999999999,0.9856463074684144,0.0048,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Insulator,score_topological_insulator,mp-643203,Cu6PbSe2Cl5O8,0.85,0.71,0.6034999999999999,0.8723181486129761,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Insulator,score_topological_insulator,2f8ee4f6b9,Cu9(SbSe3)4,0.85,0.706,0.6001,0.5506000518798828,0.006,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Insulator,score_topological_insulator,c907eec581,Cu6SnMoSe8,0.85,0.703,0.5975499999999999,0.5876380801200867,0.2468,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,mp-643203,Cu6PbSe2Cl5O8,0.9,0.71,0.639,0.8723181486129761,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,a576e33f10,Al(CuSe)8,0.9,0.702,0.6318,0.697711706161499,0.0004,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,mp-1200386,Mo15Pb2Se19,0.9,0.702,0.6318,0.9528269171714784,0.018799999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,mp-579463,Cu2Pb(SeO3)3,0.9,0.701,0.6309,0.9262595176696776,0.2694,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,mp-22721,Mo6PbSe8,0.9,0.701,0.6309,0.9735924601554872,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,730a38d2c9,AlCu5Se6,0.9,0.7,0.63,0.5876436829566956,0.001,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,73307f231f,AlCu7Se8,0.9,0.7,0.63,0.7446295619010925,0.0012,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,mp-1193833,Cu2PbSe2(ClO3)2,0.9,0.694,0.6245999999999999,0.9048976302146912,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,mp-1078113,V(FeSe2)2,0.9,0.694,0.6245999999999999,0.8275555372238159,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Topological Qubit / Majorana Host,score_topological_qubit_majorana,121acbc5ec,K4Al3SiSb16,0.9,0.69,0.621,0.9871554374694824,0.037,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Superconductor,score_superconductor,mp-1105138,SrFe4(CuO4)3,0.99,0.74,0.7326,0.9381945729255676,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-557020,Sr3Fe2Cu2Se2O5,0.99,0.716,0.7088399999999999,0.6430061459541321,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-3255,SrCu2O3,0.99,0.713,0.70587,0.8436635136604309,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-552089,Sr2Cu3O5,0.99,0.704,0.6969599999999999,0.8856447339057922,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-7112,Sr2Cu3(SO)2,0.99,0.702,0.6949799999999999,0.9402928948402404,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-505310,Sr3Fe2Cu2S2O5,0.99,0.7,0.693,0.5946802496910095,0.145999999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-547517,Sr2Cu3(ClO2)2,0.99,0.697,0.6900299999999999,0.7951642274856567,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-1191148,SrCu2(BO3)2,0.99,0.697,0.6900299999999999,0.944022536277771,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-17738,Sr2Cu(SeO3)3,0.99,0.695,0.6880499999999999,0.9374628663063048,0.0841,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Superconductor,score_superconductor,mp-8806,Sr2Cu2O3,0.99,0.694,0.6870599999999999,0.9015084505081176,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,mp-18562,Na2Si2Se5,0.9,0.744,0.6696,0.9940277338027954,2.6679,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,75bd9eb104,NaPSe6,0.9,0.735,0.6615,0.9930330514907836,1.8108,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,mp-5004,Na2B2Se7,0.9,0.735,0.6615,0.9246336221694946,2.68,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,edf59f6b0c,Fe2SeCl2O3,0.9,0.733,0.6597,0.9635761976242064,3.2968,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,mp-28303,Na3SiSe4,0.9,0.733,0.6597,0.9967145919799804,1.809699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,35a6f40e42,RbNaSi2Se5,0.9,0.732,0.6588,0.9726904630661012,2.5047,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,mp-16961,Na6Si2Se7,0.9,0.731,0.6579,0.992428719997406,2.1551,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,5da5ff50dd,Fe3Se4(ClO5)2,0.9,0.73,0.657,0.9338654279708862,2.7925,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,78527fa813,Na3SiSe3,0.9,0.73,0.657,0.9651365876197816,2.5175,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Radiation Detector / Scintillator,score_radiation_detector,b2a87053a9,Na4Ca(SiSe3)2,0.9,0.73,0.657,0.9978985786437988,2.7363,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Multiferroic,score_multiferroic,mp-818286,BaTiFe2(SiO5)2,0.9,0.632,0.5688,0.9357617497444152,1.544,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Multiferroic,score_multiferroic,mp-31758,Ba3NbFe3(SiO7)2,0.9,0.604,0.5436,0.7594121098518372,2.3971,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Multiferroic,score_multiferroic,mp-1190340,Ba3TaFe3(SiO7)2,0.9,0.597,0.5373,0.7616766095161438,2.5099,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Multiferroic,score_multiferroic,bcc39fa785,Ta3FePb4O13,0.9,0.594,0.5346,0.8705319762229919,1.3046,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Multiferroic,score_multiferroic,5d3e737ed0,Ba2Ti2FeO7,0.9,0.583,0.5246999999999999,0.6563491225242615,2.7959,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Multiferroic,score_multiferroic,mp-555778,Fe12PbO19,0.7,0.744,0.5207999999999999,0.8815585374832153,1.1208,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Multiferroic,score_multiferroic,4d419ba94f,Ba4Ti4ZnFeO14,0.9,0.564,0.5075999999999999,0.775556743144989,2.8357,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Multiferroic,score_multiferroic,80e1b7885e,Ti4CrFe3(BiO5)4,0.9,0.561,0.5049,0.94261234998703,1.6587,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Multiferroic,score_multiferroic,444d9aee25,Ti2CrFe(BiO5)2,0.9,0.559,0.5031000000000001,0.900995910167694,1.5589,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Multiferroic,score_multiferroic,490cfa88f3,Ti4Cr3Fe(BiO5)4,0.9,0.557,0.5013000000000001,0.8538954257965088,1.8237,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-778,Fe2P,0.9,0.784,0.7056,0.8963738679885864,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-18905,FeO,0.9,0.783,0.7047,0.9425278306007384,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-1188678,Fe4O5,0.9,0.776,0.6984,0.9525421261787416,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-18731,Fe3O4,0.9,0.773,0.6957,0.9521861672401428,0.7548,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-22635,Fe7SiO10,0.9,0.772,0.6948000000000001,0.9165456295013428,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-505110,FeCuO2,0.9,0.772,0.6948000000000001,0.9085819125175476,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-1095382,Fe5O7,0.9,0.771,0.6939000000000001,0.9573310017585754,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-1195927,Fe13O19,0.9,0.769,0.6921,0.9504815340042114,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-1078361,Fe2O3,0.9,0.768,0.6912,0.9682540893554688,2.2,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Biodegradable Implant,score_biodegradable_implant,mp-1103684,Fe2SiO4,0.9,0.765,0.6885,0.8830101490020752,0.9995,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,2354187e9b,K8CaFe7P8(O7F2)4,0.95,0.683,0.64885,0.8182374835014343,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,175b3ec7cb,Sr3CaCu4(P2O7)4,0.95,0.669,0.6355500000000001,0.9052997827529908,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,0a83f1d4c9,Ca2Zn3Fe(PO4)4,0.95,0.661,0.62795,0.8695187568664551,3.696,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,176e862a4e,Ca2ZnFe3(PO4)4,0.95,0.659,0.62605,0.8971784710884094,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,e22a962386,SrCaFe4Ni2(P2O7)4,0.95,0.653,0.62035,0.8225640654563904,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,mp-18308,CaZn2(PO4)2,0.95,0.652,0.6194,0.8849044442176819,3.787199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,c9643b954a,Ca2Si(P2O7)2,0.95,0.649,0.61655,0.8832396864891052,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,7e43388b31,SrCa19Si4(PO6)8,0.95,0.648,0.6156,0.7966093420982361,4.7941,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,b31842a2ae,SrCa4Si(PO6)2,0.95,0.647,0.61465,0.781177818775177,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Bone Scaffold / Hydroxyapatite Analog,score_bone_scaffold,e143a1602a,Sr3Ca17Si4(PO6)8,0.95,0.647,0.61465,0.7882918119430542,,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-10914,K3Cu5O4,0.9,0.737,0.6633,0.9109367728233336,1.593499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-15895,Cu2SiS3,0.9,0.736,0.6624,0.9975625276565552,0.8804000000000001,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-649944,Na2Cu3(SiO3)4,0.9,0.729,0.6561,0.9411109685897828,0.6186,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-554627,Cu6PS5Br,0.9,0.728,0.6552,0.5374899506568909,0.818399999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,1ebe61bcc3,Cu6SiMoS8,0.9,0.727,0.6543,0.9789699912071228,1.0301,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-28491,Cu2SO4,0.9,0.726,0.6534,0.967805802822113,1.632,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-866635,CuH3NCl,0.9,0.723,0.6507,0.9470205903053284,2.1259,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-644277,Fe2CuH4(OF4)2,0.9,0.722,0.6498,0.8853417634963989,1.0783,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-1103519,KCuO,0.9,0.721,0.6489,0.7883223295211792,1.782,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Antibacterial Coating,score_antibacterial_coating,mp-6189,CaCu(Si2O5)2,0.9,0.717,0.6453,0.8995215892791748,1.0521,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-27492,CaFe5O7,0.9,0.759,0.6831,0.9654724597930908,1.247499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-3742,SrFe12O19,0.9,0.756,0.6804,0.915353536605835,1.140199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-505170,NaFe3O5,0.9,0.753,0.6777,0.947171688079834,1.5371,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-19193,CaFe3O5,0.9,0.747,0.6723,0.9528610706329346,1.3614,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-559532,NaFe3Si3O10,0.9,0.744,0.6696,0.917672038078308,1.371699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-721924,CaFe3Si2HO9,0.9,0.739,0.6651,0.928898274898529,1.3944,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-1204015,CaFe3Si2O9,0.9,0.739,0.6651,0.9806867241859436,1.5845,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-1104614,CaFeSeO,0.9,0.737,0.6633,0.929317593574524,1.917199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Capture Sorbent,score_co2_capture_sorbent,mp-10914,K3Cu5O4,0.9,0.737,0.6633,0.9109367728233336,1.593499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
